application_id,feature,shap_value,abs_shap,direction,rank,prediction,approval_probability
LP001003,Loan_Amount_Term,-0.04412175342440605,0.04412175342440605,supports_decline,13,1,0.5026986002922058
LP001003,Credit_History,0.6130902767181396,0.6130902767181396,supports_approval,1,1,0.5026986002922058
LP001003,Total_Income,0.029906829819083214,0.029906829819083214,supports_approval,16,1,0.5026986002922058
LP001003,DTI,0.05909257009625435,0.05909257009625435,supports_approval,12,1,0.5026986002922058
LP001003,Gender_Female,-0.02345873974263668,0.02345873974263668,supports_decline,17,1,0.5026986002922058
LP001003,Gender_Male,-0.008876635693013668,0.008876635693013668,supports_decline,19,1,0.5026986002922058
LP001003,Married_No,-0.04083625227212906,0.04083625227212906,supports_decline,14,1,0.5026986002922058
LP001003,Married_Yes,-0.0009987460216507316,0.0009987460216507316,supports_decline,22,1,0.5026986002922058
LP001003,Dependents_0,0.07567977160215378,0.07567977160215378,supports_approval,10,1,0.5026986002922058
LP001003,Dependents_1,-0.5430418252944946,0.5430418252944946,supports_decline,3,1,0.5026986002922058
LP001003,Dependents_2,-0.0829111859202385,0.0829111859202385,supports_decline,9,1,0.5026986002922058
LP001003,Dependents_3+,-0.06551475822925568,0.06551475822925568,supports_decline,11,1,0.5026986002922058
LP001003,Education_Graduate,0.12945042550563812,0.12945042550563812,supports_approval,8,1,0.5026986002922058
LP001003,Education_Not Graduate,0.006786265876144171,0.006786265876144171,supports_approval,20,1,0.5026986002922058
LP001003,Self_Employed_No,0.02107919566333294,0.02107919566333294,supports_approval,18,1,0.5026986002922058
LP001003,Self_Employed_Yes,0.0027323230169713497,0.0027323230169713497,supports_approval,21,1,0.5026986002922058
LP001003,Property_Area_Rural,-0.3263375759124756,0.3263375759124756,supports_decline,4,1,0.5026986002922058
LP001003,Property_Area_Semiurban,-0.295754611492157,0.295754611492157,supports_decline,5,1,0.5026986002922058
LP001003,Property_Area_Urban,-0.039453454315662384,0.039453454315662384,supports_decline,15,1,0.5026986002922058
LP001005,ApplicantIncome,-0.5206133723258972,0.5206133723258972,supports_decline,4,1,0.8127781748771667
LP001005,CoapplicantIncome,-1.0836811065673828,1.0836811065673828,supports_decline,2,1,0.8127781748771667
LP001005,LoanAmount,0.27981501817703247,0.27981501817703247,supports_approval,7,1,0.8127781748771667
LP001005,Loan_Amount_Term,0.01602191850543022,0.01602191850543022,supports_approval,22,1,0.8127781748771667
LP001005,Credit_History,0.6263256669044495,0.6263256669044495,supports_approval,3,1,0.8127781748771667
LP001005,Total_Income,2.0856740474700928,2.0856740474700928,supports_approval,1,1,0.8127781748771667
LP001005,DTI,0.0599391832947731,0.0599391832947731,supports_approval,15,1,0.8127781748771667
LP001005,Gender_Female,-0.09579513967037201,0.09579513967037201,supports_decline,12,1,0.8127781748771667
LP001005,Gender_Male,-0.0230402909219265,0.0230402909219265,supports_decline,19,1,0.8127781748771667
LP001005,Married_No,0.255709171295166,0.255709171295166,supports_approval,8,1,0.8127781748771667
LP001005,Married_Yes,0.019687386229634285,0.019687386229634285,supports_approval,20,1,0.8127781748771667
LP001005,Dependents_0,-0.12111587822437286,0.12111587822437286,supports_decline,10,1,0.8127781748771667
LP001005,Dependents_1,0.0436725839972496,0.0436725839972496,supports_approval,17,1,0.8127781748771667
LP001005,Dependents_2,-0.046917594969272614,0.046917594969272614,supports_decline,16,1,0.8127781748771667
LP001005,Dependents_3+,-0.0352129228413105,0.0352129228413105,supports_decline,18,1,0.8127781748771667
LP001005,Education_Graduate,0.21811780333518982,0.21811780333518982,supports_approval,9,1,0.8127781748771667
LP001005,Education_Not Graduate,0.016061684116721153,0.016061684116721153,supports_approval,21,1,0.8127781748771667
LP001005,Self_Employed_No,-0.4428442120552063,0.4428442120552063,supports_decline,6,1,0.8127781748771667
LP001005,Self_Employed_Yes,-0.0732688382267952,0.0732688382267952,supports_decline,13,1,0.8127781748771667
LP001005,Property_Area_Rural,0.06997491419315338,0.06997491419315338,supports_approval,14,1,0.8127781748771667
LP001005,Property_Area_Semiurban,-0.4463234841823578,0.4463234841823578,supports_decline,5,1,0.8127781748771667
LP001005,Property_Area_Urban,-0.1121169924736023,0.1121169924736023,supports_decline,11,1,0.8127781748771667
LP001006,ApplicantIncome,-0.4351688623428345,0.4351688623428345,supports_decline,3,1,0.9108002781867981
LP001006,CoapplicantIncome,1.5586023330688477,1.5586023330688477,supports_approval,1,1,0.9108002781867981
LP001006,LoanAmount,0.3868691921234131,0.3868691921234131,supports_approval,4,1,0.9108002781867981
LP001006,Loan_Amount_Term,0.017204871401190758,0.017204871401190758,supports_approval,17,1,0.9108002781867981
LP001006,Credit_History,0.5868461728096008,0.5868461728096008,supports_approval,2,1,0.9108002781867981
LP001006,Total_Income,0.0697646215558052,0.0697646215558052,supports_approval,11,1,0.9108002781867981
LP001006,DTI,0.05793794244527817,0.05793794244527817,supports_approval,12,1,0.9108002781867981
LP001006,Gender_Female,-0.045984897762537,0.045984897762537,supports_decline,13,1,0.9108002781867981
LP001006,Gender_Male,-0.014084110036492348,0.014084110036492348,supports_decline,19,1,0.9108002781867981
LP001006,Married_No,-0.012989339418709278,0.012989339418709278,supports_decline,20,1,0.9108002781867981
LP001006,Married_Yes,0.006870185490697622,0.006870185490697622,supports_approval,21,1,0.9108002781867981
LP001006,Dependents_0,-0.028130754828453064,0.028130754828453064,supports_decline,15,1,0.9108002781867981
LP001006,Dependents_1,0.09515052288770676,0.09515052288770676,supports_approval,7,1,0.9108002781867981
LP001006,Dependents_2,-0.0892007127404213,0.0892007127404213,supports_decline,9,1,0.9108002781867981
LP001006,Dependents_3+,-0.02176671288907528,0.02176671288907528,supports_decline,16,1,0.9108002781867981
LP001006,Education_Graduate,-0.3167666792869568,0.3167666792869568,supports_decline,6,1,0.9108002781867981
LP001006,Education_Not Graduate,-0.016274303197860718,0.016274303197860718,supports_decline,18,1,0.9108002781867981
LP001006,Self_Employed_No,0.07082202285528183,0.07082202285528183,supports_approval,10,1,0.9108002781867981
LP001006,Self_Employed_Yes,0.0027074655517935753,0.0027074655517935753,supports_approval,22,1,0.9108002781867981
LP001006,Property_Area_Rural,0.08987507224082947,0.08987507224082947,supports_approval,8,1,0.9108002781867981
LP001006,Property_Area_Semiurban,-0.3770849406719208,0.3770849406719208,supports_decline,5,1,0.9108002781867981
LP001006,Property_Area_Urban,-0.039848972111940384,0.039848972111940384,supports_decline,14,1,0.9108002781867981
LP001008,ApplicantIncome,0.7393940091133118,0.7393940091133118,supports_approval,3,1,0.8791443109512329
LP001008,CoapplicantIncome,-0.9070542454719543,0.9070542454719543,supports_decline,2,1,0.8791443109512329
LP001008,LoanAmount,0.11624117195606232,0.11624117195606232,supports_approval,8,1,0.8791443109512329
LP001008,Loan_Amount_Term,-0.008708755485713482,0.008708755485713482,supports_decline,20,1,0.8791443109512329
LP001008,Credit_History,0.5759953856468201,0.5759953856468201,supports_approval,4,1,0.8791443109512329
LP001008,Total_Income,0.9391703009605408,0.9391703009605408,supports_approval,1,1,0.8791443109512329
LP001008,DTI,0.03767484053969383,0.03767484053969383,supports_approval,16,1,0.8791443109512329
LP001008,Gender_Female,-0.05577468127012253,0.05577468127012253,supports_decline,14,1,0.8791443109512329
LP001008,Gender_Male,-0.013404132798314095,0.013404132798314095,supports_decline,19,1,0.8791443109512329
LP001008,Married_No,0.10531933605670929,0.10531933605670929,supports_approval,9,1,0.8791443109512329
LP001008,Married_Yes,0.008578731678426266,0.008578731678426266,supports_approval,21,1,0.8791443109512329
LP001008,Dependents_0,-0.16120749711990356,0.16120749711990356,supports_decline,7,1,0.8791443109512329
LP001008,Dependents_1,0.056670647114515305,0.056670647114515305,supports_approval,13,1,0.8791443109512329
LP001008,Dependents_2,-0.09592986106872559,0.09592986106872559,supports_decline,11,1,0.8791443109512329
LP001008,Dependents_3+,-0.05353837460279465,0.05353837460279465,supports_decline,15,1,0.8791443109512329
LP001008,Education_Graduate,0.2828368544578552,0.2828368544578552,supports_approval,6,1,0.8791443109512329
LP001008,Education_Not Graduate,0.022946523502469063,0.022946523502469063,supports_approval,18,1,0.8791443109512329
LP001008,Self_Employed_No,0.02531278133392334,0.02531278133392334,supports_approval,17,1,0.8791443109512329
LP001008,Self_Employed_Yes,0.0024747285060584545,0.0024747285060584545,supports_approval,22,1,0.8791443109512329
LP001008,Property_Area_Rural,0.10335109382867813,0.10335109382867813,supports_approval,10,1,0.8791443109512329
LP001008,Property_Area_Semiurban,-0.44608548283576965,0.44608548283576965,supports_decline,5,1,0.8791443109512329
LP001008,Property_Area_Urban,-0.0680060088634491,0.0680060088634491,supports_decline,12,1,0.8791443109512329
LP001011,ApplicantIncome,0.5535720586776733,0.5535720586776733,supports_approval,5,1,0.9663954377174377
LP001011,CoapplicantIncome,1.2211564779281616,1.2211564779281616,supports_approval,1,1,0.9663954377174377
LP001011,LoanAmount,-0.9572651386260986,0.9572651386260986,supports_decline,2,1,0.9663954377174377
LP001011,Loan_Amount_Term,0.001102983020246029,0.001102983020246029,supports_approval,22,1,0.9663954377174377
LP001011,Credit_History,0.5897000432014465,0.5897000432014465,supports_approval,4,1,0.9663954377174377
LP001011,Total_Income,0.3076956868171692,0.3076956868171692,supports_approval,7,1,0.9663954377174377
LP001011,DTI,0.015024523250758648,0.015024523250758648,supports_approval,17,1,0.9663954377174377
LP001011,Gender_Female,-0.03246071934700012,0.03246071934700012,supports_decline,15,1,0.9663954377174377
LP001011,Gender_Male,-0.0036840951070189476,0.0036840951070189476,supports_decline,21,1,0.9663954377174377
LP001011,Married_No,0.0295074712485075,0.0295074712485075,supports_approval,16,1,0.9663954377174377
LP001011,Married_Yes,0.005569971166551113,0.005569971166551113,supports_approval,19,1,0.9663954377174377
LP001011,Dependents_0,0.32963883876800537,0.32963883876800537,supports_approval,6,1,0.9663954377174377
LP001011,Dependents_1,0.0589112788438797,0.0589112788438797,supports_approval,12,1,0.9663954377174377
LP001011,Dependents_2,0.9111781120300293,0.9111781120300293,supports_approval,3,1,0.9663954377174377
LP001011,Dependents_3+,-0.05524272471666336,0.05524272471666336,supports_decline,13,1,0.9663954377174377
LP001011,Education_Graduate,0.05384626239538193,0.05384626239538193,supports_approval,14,1,0.9663954377174377
LP001011,Education_Not Graduate,0.003735508304089308,0.003735508304089308,supports_approval,20,1,0.9663954377174377
LP001011,Self_Employed_No,-0.2595430016517639,0.2595430016517639,supports_decline,8,1,0.9663954377174377
LP001011,Self_Employed_Yes,-0.013816539198160172,0.013816539198160172,supports_decline,18,1,0.9663954377174377
LP001011,Property_Area_Rural,0.08044808357954025,0.08044808357954025,supports_approval,11,1,0.9663954377174377
LP001011,Property_Area_Semiurban,-0.1516018956899643,0.1516018956899643,supports_decline,9,1,0.9663954377174377
LP001011,Property_Area_Urban,-0.1066567525267601,0.1066567525267601,supports_decline,10,1,0.9663954377174377
LP001013,ApplicantIncome,-0.5099095106124878,0.5099095106124878,supports_decline,4,1,0.9674985408782959
LP001013,CoapplicantIncome,0.9570109248161316,0.9570109248161316,supports_approval,2,1,0.9674985408782959
LP001013,LoanAmount,0.4555395841598511,0.4555395841598511,supports_approval,5,1,0.9674985408782959
LP001013,Loan_Amount_Term,0.046920355409383774,0.046920355409383774,supports_approval,15,1,0.9674985408782959
LP001013,Credit_History,0.6694908738136292,0.6694908738136292,supports_approval,3,1,0.9674985408782959
LP001013,Total_Income,1.4278993606567383,1.4278993606567383,supports_approval,1,1,0.9674985408782959
LP001013,DTI,0.06477414816617966,0.06477414816617966,supports_approval,12,1,0.9674985408782959
LP001013,Gender_Female,-0.06445009261369705,0.06445009261369705,supports_decline,13,1,0.9674985408782959
LP001013,Gender_Male,-0.017524929717183113,0.017524929717183113,supports_decline,20,1,0.9674985408782959
LP001013,Married_No,0.17891764640808105,0.17891764640808105,supports_approval,8,1,0.9674985408782959
LP001013,Married_Yes,0.025734560564160347,0.025734560564160347,supports_approval,19,1,0.9674985408782959
LP001013,Dependents_0,-0.042828548699617386,0.042828548699617386,supports_decline,16,1,0.9674985408782959
LP001013,Dependents_1,0.06910689920186996,0.06910689920186996,supports_approval,11,1,0.9674985408782959
LP001013,Dependents_2,-0.052847884595394135,0.052847884595394135,supports_decline,14,1,0.9674985408782959
LP001013,Dependents_3+,-0.013898991048336029,0.013898991048336029,supports_decline,21,1,0.9674985408782959
LP001013,Education_Graduate,-0.34350520372390747,0.34350520372390747,supports_decline,7,1,0.9674985408782959
LP001013,Education_Not Graduate,-0.027722036466002464,0.027722036466002464,supports_decline,18,1,0.9674985408782959
LP001013,Self_Employed_No,0.07009919732809067,0.07009919732809067,supports_approval,10,1,0.9674985408782959
LP001013,Self_Employed_Yes,0.006421491503715515,0.006421491503715515,supports_approval,22,1,0.9674985408782959
LP001013,Property_Area_Rural,0.09367088228464127,0.09367088228464127,supports_approval,9,1,0.9674985408782959
LP001013,Property_Area_Semiurban,-0.3435670733451843,0.3435670733451843,supports_decline,6,1,0.9674985408782959
LP001013,Property_Area_Urban,-0.03400027006864548,0.03400027006864548,supports_decline,17,1,0.9674985408782959
LP001014,ApplicantIncome,-0.533885657787323,0.533885657787323,supports_decline,5,0,0.3485128581523895
LP001014,CoapplicantIncome,0.9351750016212463,0.9351750016212463,supports_approval,2,0,0.3485128581523895
LP001014,LoanAmount,0.01383267529308796,0.01383267529308796,supports_approval,16,0,0.3485128581523895
LP001014,Loan_Amount_Term,-0.0785222202539444,0.0785222202539444,supports_decline,11,0,0.3485128581523895
LP001014,Credit_History,-3.6358802318573,3.6358802318573,supports_decline,1,0,0.3485128581523895
LP001014,Total_Income,0.7106143832206726,0.7106143832206726,supports_approval,3,0,0.3485128581523895
LP001014,DTI,-0.11897215992212296,0.11897215992212296,supports_decline,10,0,0.3485128581523895
LP001014,Gender_Female,-0.01582571677863598,0.01582571677863598,supports_decline,15,0,0.3485128581523895
LP001014,Gender_Male,-0.006849873811006546,0.006849873811006546,supports_decline,20,0,0.3485128581523895
LP001014,Married_No,-0.14020617306232452,0.14020617306232452,supports_decline,9,0,0.3485128581523895
LP001014,Married_Yes,-0.010280849412083626,0.010280849412083626,supports_decline,17,0,0.3485128581523895
LP001014,Dependents_0,-0.00941435620188713,0.00941435620188713,supports_decline,18,0,0.3485128581523895
LP001014,Dependents_1,0.20525237917900085,0.20525237917900085,supports_approval,7,0,0.3485128581523895
LP001014,Dependents_2,-0.06643107533454895,0.06643107533454895,supports_decline,12,0,0.3485128581523895
LP001014,Dependents_3+,0.6215996742248535,0.6215996742248535,supports_approval,4,0,0.3485128581523895
LP001014,Education_Graduate,0.1799219250679016,0.1799219250679016,supports_approval,8,0,0.3485128581523895
LP001014,Education_Not Graduate,0.008350234478712082,0.008350234478712082,supports_approval,19,0,0.3485128581523895
LP001014,Self_Employed_No,0.03004208207130432,0.03004208207130432,supports_approval,14,0,0.3485128581523895
LP001014,Self_Employed_Yes,0.0012210855493322015,0.0012210855493322015,supports_approval,22,0,0.3485128581523895
LP001014,Property_Area_Rural,0.04298093169927597,0.04298093169927597,supports_approval,13,0,0.3485128581523895
LP001014,Property_Area_Semiurban,0.4611858129501343,0.4611858129501343,supports_approval,6,0,0.3485128581523895
LP001014,Property_Area_Urban,0.002414796967059374,0.002414796967059374,supports_approval,21,0,0.3485128581523895
LP001018,ApplicantIncome,-0.5203965306282043,0.5203965306282043,supports_decline,5,1,0.9188048839569092
LP001018,CoapplicantIncome,0.5242810845375061,0.5242810845375061,supports_approval,4,1,0.9188048839569092
LP001018,LoanAmount,-0.3721804618835449,0.3721804618835449,supports_decline,6,1,0.9188048839569092
LP001018,Loan_Amount_Term,-0.0016149856382980943,0.0016149856382980943,supports_decline,19,1,0.9188048839569092
LP001018,Credit_History,0.653739869594574,0.653739869594574,supports_approval,2,1,0.9188048839569092
LP001018,Total_Income,0.7472682595252991,0.7472682595252991,supports_approval,1,1,0.9188048839569092
LP001018,DTI,0.0010621212422847748,0.0010621212422847748,supports_approval,21,1,0.9188048839569092
LP001018,Gender_Female,-0.028392383828759193,0.028392383828759193,supports_decline,16,1,0.9188048839569092
LP001018,Gender_Male,-0.006912588141858578,0.006912588141858578,supports_decline,17,1,0.9188048839569092
LP001018,Married_No,-0.046325329691171646,0.046325329691171646,supports_decline,11,1,0.9188048839569092
LP001018,Married_Yes,-0.0009989793179556727,0.0009989793179556727,supports_decline,22,1,0.9188048839569092
LP001018,Dependents_0,0.03943762183189392,0.03943762183189392,supports_approval,14,1,0.9188048839569092
LP001018,Dependents_1,0.125078484416008,0.125078484416008,supports_approval,10,1,0.9188048839569092
LP001018,Dependents_2,0.5668586492538452,0.5668586492538452,supports_approval,3,1,0.9188048839569092
LP001018,Dependents_3+,-0.044732775539159775,0.044732775539159775,supports_decline,12,1,0.9188048839569092
LP001018,Education_Graduate,0.1782217025756836,0.1782217025756836,supports_approval,8,1,0.9188048839569092
LP001018,Education_Not Graduate,0.006804036442190409,0.006804036442190409,supports_approval,18,1,0.9188048839569092
LP001018,Self_Employed_No,0.030254745855927467,0.030254745855927467,supports_approval,15,1,0.9188048839569092
LP001018,Self_Employed_Yes,0.0012701419182121754,0.0012701419182121754,supports_approval,20,1,0.9188048839569092
LP001018,Property_Area_Rural,0.14648175239562988,0.14648175239562988,supports_approval,9,1,0.9188048839569092
LP001018,Property_Area_Semiurban,-0.30764058232307434,0.30764058232307434,supports_decline,7,1,0.9188048839569092
LP001018,Property_Area_Urban,-0.04344163462519646,0.04344163462519646,supports_decline,13,1,0.9188048839569092
LP001020,ApplicantIncome,1.0087628364562988,1.0087628364562988,supports_approval,4,0,0.2992515563964844
LP001020,CoapplicantIncome,1.3737502098083496,1.3737502098083496,supports_approval,2,0,0.2992515563964844
LP001020,LoanAmount,-1.3616193532943726,1.3616193532943726,supports_decline,3,0,0.2992515563964844
LP001020,Loan_Amount_Term,-0.06428108364343643,0.06428108364343643,supports_decline,12,0,0.2992515563964844
LP001020,Credit_History,0.4359148442745209,0.4359148442745209,supports_approval,6,0,0.2992515563964844
LP001020,Total_Income,-2.654395818710327,2.654395818710327,supports_decline,1,0,0.2992515563964844
LP001020,DTI,0.4164126217365265,0.4164126217365265,supports_approval,7,0,0.2992515563964844
LP001020,Gender_Female,-0.02340821363031864,0.02340821363031864,supports_decline,17,0,0.2992515563964844
LP001020,Gender_Male,-0.007227320224046707,0.007227320224046707,supports_decline,18,0,0.2992515563964844
LP001020,Married_No,-0.00346033601090312,0.00346033601090312,supports_decline,20,0,0.2992515563964844
LP001020,Married_Yes,0.0003967077936977148,0.0003967077936977148,supports_approval,22,0,0.2992515563964844
LP001020,Dependents_0,0.02683090977370739,0.02683090977370739,supports_approval,16,0,0.2992515563964844
LP001020,Dependents_1,-0.8115127682685852,0.8115127682685852,supports_decline,5,0,0.2992515563964844
LP001020,Dependents_2,-0.10648742318153381,0.10648742318153381,supports_decline,8,0,0.2992515563964844
LP001020,Dependents_3+,-0.03211374580860138,0.03211374580860138,supports_decline,14,0,0.2992515563964844
LP001020,Education_Graduate,0.030214542523026466,0.030214542523026466,supports_approval,15,0,0.2992515563964844
LP001020,Education_Not Graduate,0.003910864237695932,0.003910864237695932,supports_approval,19,0,0.2992515563964844
LP001020,Self_Employed_No,0.051538992673158646,0.051538992673158646,supports_approval,13,0,0.2992515563964844
LP001020,Self_Employed_Yes,0.003433661535382271,0.003433661535382271,supports_approval,21,0,0.2992515563964844
LP001020,Property_Area_Rural,0.08426501601934433,0.08426501601934433,supports_approval,11,0,0.2992515563964844
LP001020,Property_Area_Semiurban,0.0920790582895279,0.0920790582895279,supports_approval,9,0,0.2992515563964844
LP001020,Property_Area_Urban,-0.09196370095014572,0.09196370095014572,supports_decline,10,0,0.2992515563964844
LP001024,ApplicantIncome,-0.5448476076126099,0.5448476076126099,supports_decline,2,1,0.8995311856269836
LP001024,CoapplicantIncome,-0.0531487800180912,0.0531487800180912,supports_decline,14,1,0.8995311856269836
LP001024,LoanAmount,0.35860055685043335,0.35860055685043335,supports_approval,5,1,0.8995311856269836
LP001024,Loan_Amount_Term,-0.0018117900472134352,0.0018117900472134352,supports_decline,22,1,0.8995311856269836
LP001024,Credit_History,0.6320995688438416,0.6320995688438416,supports_approval,1,1,0.8995311856269836
LP001024,Total_Income,0.4299863576889038,0.4299863576889038,supports_approval,3,1,0.8995311856269836
LP001024,DTI,0.12136079370975494,0.12136079370975494,supports_approval,8,1,0.8995311856269836
LP001024,Gender_Female,-0.042372383177280426,0.042372383177280426,supports_decline,16,1,0.8995311856269836
LP001024,Gender_Male,-0.009373094886541367,0.009373094886541367,supports_decline,19,1,0.8995311856269836
LP001024,Married_No,0.047042928636074066,0.047042928636074066,supports_approval,15,1,0.8995311856269836
LP001024,Married_Yes,0.008177696727216244,0.008177696727216244,supports_approval,20,1,0.8995311856269836
LP001024,Dependents_0,0.08876785635948181,0.08876785635948181,supports_approval,10,1,0.8995311856269836
LP001024,Dependents_1,0.0763661116361618,0.0763661116361618,supports_approval,11,1,0.8995311856269836
LP001024,Dependents_2,0.3921304941177368,0.3921304941177368,supports_approval,4,1,0.8995311856269836
LP001024,Dependents_3+,-0.022536510601639748,0.022536510601639748,supports_decline,17,1,0.8995311856269836
LP001024,Education_Graduate,0.1362711489200592,0.1362711489200592,supports_approval,7,1,0.8995311856269836
LP001024,Education_Not Graduate,0.013785330578684807,0.013785330578684807,supports_approval,18,1,0.8995311856269836
LP001024,Self_Employed_No,0.06738738715648651,0.06738738715648651,supports_approval,12,1,0.8995311856269836
LP001024,Self_Employed_Yes,0.004712522029876709,0.004712522029876709,supports_approval,21,1,0.8995311856269836
LP001024,Property_Area_Rural,0.09169361740350723,0.09169361740350723,supports_approval,9,1,0.8995311856269836
LP001024,Property_Area_Semiurban,-0.31722062826156616,0.31722062826156616,supports_decline,6,1,0.8995311856269836
LP001024,Property_Area_Urban,-0.06313978135585785,0.06313978135585785,supports_decline,13,1,0.8995311856269836
LP001027,ApplicantIncome,-0.5586110949516296,0.5586110949516296,supports_decline,3,1,0.9699086546897888
LP001027,CoapplicantIncome,1.1876850128173828,1.1876850128173828,supports_approval,1,1,0.9699086546897888
LP001027,LoanAmount,0.375379353761673,0.375379353761673,supports_approval,5,1,0.9699086546897888
LP001027,Loan_Amount_Term,0.023845143616199493,0.023845143616199493,supports_approval,17,1,0.9699086546897888
LP001027,Credit_History,0.6562038064002991,0.6562038064002991,supports_approval,2,1,0.9699086546897888
LP001027,Total_Income,0.543693482875824,0.543693482875824,supports_approval,4,1,0.9699086546897888
LP001027,DTI,0.05292980745434761,0.05292980745434761,supports_approval,14,1,0.9699086546897888
LP001027,Gender_Female,-0.025752238929271698,0.025752238929271698,supports_decline,16,1,0.9699086546897888
LP001027,Gender_Male,-0.0016946933465078473,0.0016946933465078473,supports_decline,22,1,0.9699086546897888
LP001027,Married_No,0.03636270761489868,0.03636270761489868,supports_approval,15,1,0.9699086546897888
LP001027,Married_Yes,0.01514611765742302,0.01514611765742302,supports_approval,19,1,0.9699086546897888
LP001027,Dependents_0,0.08084451407194138,0.08084451407194138,supports_approval,10,1,0.9699086546897888
LP001027,Dependents_1,0.08406693488359451,0.08406693488359451,supports_approval,8,1,0.9699086546897888
LP001027,Dependents_2,0.3676236569881439,0.3676236569881439,supports_approval,6,1,0.9699086546897888
LP001027,Dependents_3+,-0.02318893000483513,0.02318893000483513,supports_decline,18,1,0.9699086546897888
LP001027,Education_Graduate,0.08211233466863632,0.08211233466863632,supports_approval,9,1,0.9699086546897888
LP001027,Education_Not Graduate,0.006654409226030111,0.006654409226030111,supports_approval,20,1,0.9699086546897888
LP001027,Self_Employed_No,0.06613613665103912,0.06613613665103912,supports_approval,12,1,0.9699086546897888
LP001027,Self_Employed_Yes,0.003293604589998722,0.003293604589998722,supports_approval,21,1,0.9699086546897888
LP001027,Property_Area_Rural,0.07739800959825516,0.07739800959825516,supports_approval,11,1,0.9699086546897888
LP001027,Property_Area_Semiurban,-0.29273924231529236,0.29273924231529236,supports_decline,7,1,0.9699086546897888
LP001027,Property_Area_Urban,-0.06252054870128632,0.06252054870128632,supports_decline,13,1,0.9699086546897888
LP001028,ApplicantIncome,-0.6219547986984253,0.6219547986984253,supports_decline,3,1,0.9457702040672302
LP001028,CoapplicantIncome,1.9695405960083008,1.9695405960083008,supports_approval,1,1,0.9457702040672302
LP001028,LoanAmount,-0.4832514822483063,0.4832514822483063,supports_decline,5,1,0.9457702040672302
LP001028,Loan_Amount_Term,-0.010353004559874535,0.010353004559874535,supports_decline,18,1,0.9457702040672302
LP001028,Credit_History,0.5678103566169739,0.5678103566169739,supports_approval,4,1,0.9457702040672302
LP001028,Total_Income,-0.3810429573059082,0.3810429573059082,supports_decline,6,1,0.9457702040672302
LP001028,DTI,0.16240756213665009,0.16240756213665009,supports_approval,8,1,0.9457702040672302
LP001028,Gender_Female,-0.030990127474069595,0.030990127474069595,supports_decline,16,1,0.9457702040672302
LP001028,Gender_Male,-0.006613239645957947,0.006613239645957947,supports_decline,20,1,0.9457702040672302
LP001028,Married_No,0.012528805062174797,0.012528805062174797,supports_approval,17,1,0.9457702040672302
LP001028,Married_Yes,0.004493945278227329,0.004493945278227329,supports_approval,21,1,0.9457702040672302
